data_input_for_Cf252 
2 1 
1 199 199 2.0 
0.01, 0.00055553001584, 2.3569684254143077e-06 
0.02, 0.0002980499994, 1.7264124634628886e-06 
0.03, 0.00022440000612, 1.4979986853131749e-06 
0.04, 0.00019741000142, 1.4050266951912336e-06 
0.05, 0.00018069999351, 1.3442469769726097e-06 
0.060000000000000005, 0.00016954999592, 1.3021136506465171e-06 
0.06999999999999999, 0.00015592999989, 1.2487193435275999e-06 
0.08, 0.00014854999608, 1.2188108798332907e-06 
0.09, 0.00013806999777, 1.1750319049710948e-06 
0.09999999999999999, 0.00012986999354, 1.1396051664502054e-06 
0.11, 0.00012344999413, 1.1110805287196783e-06 
0.12, 0.00011662000179, 1.0799074117256535e-06 
0.13, 0.00011131000065, 1.055035547505391e-06 
0.14, 0.0001058400012, 1.0287856978010531e-06 
0.15000000000000002, 9.7910000477e-05, 9.894948230132385e-07 
0.16, 9.3169997854e-05, 9.652460714967971e-07 
0.17, 8.9490000391e-05, 9.459915453691961e-07 
0.18000000000000002, 8.5229999968e-05, 9.23200953032437e-07 
0.19, 7.9630000982e-05, 8.9235643653195e-07 
0.2, 7.8019998909e-05, 8.832893009031639e-07 
0.21000000000000002, 7.2360002378e-05, 8.506468267030684e-07 
0.22, 6.7740002123e-05, 8.230431466393484e-07 
0.23, 6.4840001869e-05, 8.05232897173234e-07 
0.24000000000000002, 6.2090002757e-05, 7.879720982179509e-07 
0.25, 5.9149999288e-05, 7.690903671741052e-07 
0.26, 5.7509998442e-05, 7.583534693136175e-07 
0.27, 5.4889998864e-05, 7.408778500130773e-07 
0.28, 5.1589999202e-05, 7.182617851591438e-07 
0.29000000000000004, 4.9800000852e-05, 7.056911566117292e-07 
0.3, 4.712000009e-05, 6.864400927247766e-07 
0.31, 4.6029999794e-05, 6.784541236811814e-07 
0.32, 4.2470001063e-05, 6.516901185609615e-07 
0.33, 4.1010000132e-05, 6.403905068940357e-07 
0.34, 4.0200000512e-05, 6.340347034035283e-07 
0.35000000000000003, 3.9520000428e-05, 6.286493492241919e-07 
0.36000000000000004, 3.6189998355e-05, 6.015812360355e-07 
0.37, 3.5469998693e-05, 5.95566945800386e-07 
0.38, 3.2970001485e-05, 5.741951017293687e-07 
0.39, 3.1610001315e-05, 5.622277235693736e-07 
0.4, 3.045000085e-05, 5.518151941547097e-07 
0.41000000000000003, 2.8450000173e-05, 5.333854157455e-07 
0.42000000000000004, 2.8210000892e-05, 5.311308773927571e-07 
0.43, 2.8149999707e-05, 5.305657330340888e-07 
0.44, 2.6240000807e-05, 5.12249946871642e-07 
0.45, 2.5010000172e-05, 5.000999917216556e-07 
0.46, 2.411999958e-05, 4.911211620364164e-07 
0.47000000000000003, 2.2559999707e-05, 4.749736803971353e-07 
0.48000000000000004, 2.1949999791e-05, 4.6850826877441556e-07 
0.49, 2.0589999622e-05, 4.5376204801635846e-07 
0.5, 2.0650000806e-05, 4.544227195684652e-07 
0.51, 2.0339999537e-05, 4.509988862181369e-07 
0.52, 1.8389999241e-05, 4.2883562399828675e-07 
0.53, 1.7709999156e-05, 4.2083249822227373e-07 
0.54, 1.7640000806e-05, 4.2000000959523793e-07 
0.55, 1.6649999452e-05, 4.0804410854710305e-07 
0.56, 1.5730000086e-05, 3.9661064138522555e-07 
0.5700000000000001, 1.6079999114e-05, 4.0099874206785236e-07 
0.5800000000000001, 1.4649999684e-05, 3.8275318005210614e-07 
0.59, 1.4850000298e-05, 3.8535698122649863e-07 
0.6, 1.3509999917e-05, 3.675595178607133e-07 
0.61, 1.3019999642e-05, 3.6083236609262204e-07 
