data_input_for_AmBe 
2 1 
1 199 199 2.0 
0.01, 0.00055468000937, 2.355164557668954e-06 
0.02, 0.00030884001171, 1.7573844534136519e-06 
0.03, 0.00018212999566, 1.3495554662925122e-06 
0.04, 0.00013186999422, 1.1483466123954038e-06 
0.05, 9.6969997685e-05, 9.847334547226473e-07 
0.060000000000000005, 8.9130000561e-05, 9.440868633817547e-07 
0.06999999999999999, 8.4120001702e-05, 9.171695683023941e-07 
0.08, 8.0520003394e-05, 8.973293898786555e-07 
0.09, 7.8140001278e-05, 8.839683324531485e-07 
0.09999999999999999, 7.5540003309e-05, 8.691375225417437e-07 
0.11, 7.375000132e-05, 8.587782095512204e-07 
0.12, 7.2310001997e-05, 8.503528796740798e-07 
0.13, 6.9670000812e-05, 8.34685574405117e-07 
0.14, 6.7530003435e-05, 8.217664110621705e-07 
0.15000000000000002, 6.5450003603e-05, 8.090117650751439e-07 
0.16, 6.3769999542e-05, 7.985612033025396e-07 
0.17, 6.3070001488e-05, 7.941662388190523e-07 
0.18000000000000002, 6.0679998569e-05, 7.789736745808552e-07 
0.19, 6.0639998992e-05, 7.787168868850861e-07 
0.2, 5.8279998484e-05, 7.634133774306028e-07 
0.21000000000000002, 5.8350000472e-05, 7.638717200682323e-07 
0.22, 5.7929999457e-05, 7.611175957563982e-07 
0.23, 5.5150001572e-05, 7.426304705033318e-07 
0.24000000000000002, 5.5180000345e-05, 7.428324194931183e-07 
0.25, 5.2859999414e-05, 7.270488251417507e-07 
0.26, 5.1530001656e-05, 7.178440057282641e-07 
0.27, 5.0470000133e-05, 7.104224104925181e-07 
0.28, 5.0229999033e-05, 7.087312539531469e-07 
0.29000000000000004, 4.9829999625e-05, 7.059036734923541e-07 
0.3, 4.8229998356e-05, 6.944782095645623e-07 
0.31, 4.6550001571e-05, 6.822756156495702e-07 
0.32, 4.515999899e-05, 6.720118971417098e-07 
0.33, 4.4510001317e-05, 6.671581620350605e-07 
0.34, 4.4159998652e-05, 6.645298988909377e-07 
0.35000000000000003, 4.2129999201e-05, 6.4907626055033e-07 
0.36000000000000004, 4.2930001655e-05, 6.552099026647872e-07 
0.37, 4.1079998482e-05, 6.409368025164416e-07 
